osm_type,osm_id,name,brand,address,city,state,country,latitude,longitude
way,532071311,D1,D1,Carrera 94,,,CO,4.703595,-74.1094881
way,532977789,D1,,Avenida Suba,,,CO,4.7162614,-74.0730138
way,533054141,D1,,Calle 128,,,CO,4.7262232,-74.0985274
way,533210620,D1,D1,Avenida Suba,,,CO,4.7401001,-74.0876517
way,540751516,D1,D1,Avenida Calle 24,,,CO,4.6367677,-74.0967146
way,540853873,D1,D1,Avenida Carrera 30,,,CO,4.6399799,-74.0787275
way,541178406,D1,D1,Carrera 75,,,CO,4.6680773,-74.117917
way,542296243,D1,D1,Calle 57 Sur,,,CO,4.5657341,-74.1349805
way,543144420,D1,,Carrera 68G,,,CO,4.603568,-74.1387776
way,543151849,D1,D1,,,,CO,4.8281667,-74.3535788
way,543423981,D1,,Avenida Carrera 86,"Bogotá, D.C.",,CO,4.6319098,-74.1665613
way,546263208,D1,,,,,CO,6.2448132,-75.617481
way,546369598,D1,D1,Carrera 17 11 - 36,,,CO,4.8210086,-75.6821815
way,548899887,D1,,,,,CO,6.1859346,-75.653324
way,550950589,D1,,,,,CO,4.6070833,-74.1857505
way,551507864,D1,D1,Avenida Calle 13,,,CO,4.5839657,-74.2197482
way,551515459,D1,D1,,,,CO,4.5906091,-74.1977037
way,559918948,Tiendas D1,D1,,,,CO,4.6813959,-74.1487146
way,583379141,D1,D1,,,,CO,4.4466982,-75.2456779
way,597104231,D1,,Vía La Calera,,,CO,4.6606859,-74.0069022
way,630014090,D1,D1,,,,CO,7.0710055,-73.1043556
way,648316857,D1,,,,,CO,5.0721907,-75.6722525
way,660757712,D1,,,,,CO,4.755732,-74.0796629
way,674635262,D1,D1,,,,CO,10.9635133,-74.8094975
way,675058439,D1,D1,,,,CO,4.4951382,-74.2581562
way,683611576,D1,,,,,CO,4.5881658,-74.1172324
way,686230609,D1,,,,,CO,5.4020824,-73.3340776
way,698372405,D1,D1,Calle 84 47,Barranquilla,,CO,11.0020822,-74.8186446
way,704386872,D1,D1,,,,CO,4.5940232,-74.1127975
way,712299731,D1,,,,,CO,4.7355052,-75.9051417
way,777870964,Tiendas D1,D1,Avenida Carrera 9 121-50,Bogotá D.C.,,CO,4.6988823,-74.032769
way,780297985,D1,D1,Carrera 43 90,Barranquilla,,CO,11.0011588,-74.8261047
way,781421104,D1,D1,,,,CO,4.5553711,-75.6512835
way,782273838,D1,,,,,CO,4.6303431,-74.1499679
way,784634064,D1,,,Urrao,,CO,6.316254,-76.1353904
way,784946245,D1,D1,,,,CO,6.2330271,-75.5970517
way,784950560,D1,D1,,,,CO,6.2196539,-75.6028702
way,785389131,D1,,,,,CO,9.2368665,-74.7451023
way,785960593,D1,D1,,,,CO,6.2132222,-75.6017681
way,788122258,D1,D1,Centro Historico Norte Cra. 42F #79-38,Barranquilla,,CO,10.9942506,-74.814499
way,791048608,D1,D1,Carrera 27 87,Barranquilla,,CO,10.9771734,-74.8290569
way,802734307,D1,D1,,,,CO,2.4555227,-76.6397563
way,802734308,D1,D1,,,,CO,2.433912,-76.6206306
way,802734309,D1,D1,,,,CO,2.4857965,-76.560938
way,802734314,D1,D1,,,,CO,2.4614246,-76.5838983
way,813263832,D1,D1,,,,CO,4.8119878,-74.3501591
way,813264366,D1,D1,,,,CO,4.8174915,-74.3634215
way,813526849,D1,,,,,CO,4.5535028,-74.0846063
way,842933290,D1,D1,,,,CO,3.5391599,-76.3145884
way,852202396,D1,D1,,,,CO,1.8509041,-76.0475855
way,879480817,D1,,,,,CO,6.2384139,-75.5536272
way,898016995,Tienda D1 - Portal de Los Nogales,D1,Carrera 12A,Soledad,,CO,10.9106425,-74.8105406
way,910120055,D1,D1,,,,CO,8.7588038,-75.8701279
way,910533145,D1,D1,,,,CO,4.7119577,-74.1270358
way,935906282,D1,D1,,,,CO,4.5531566,-74.5344034
way,940623636,D1,D1,Carrera 12,Soledad,,CO,10.9033689,-74.8060679
way,950207958,D1,D1,,Buenaventura,,CO,3.8808627,-77.0333914
way,971464879,D1 Cajicá centro,D1,Calle 1 4 - 48,,,CO,4.9163265,-74.02598
way,986692976,D1,,,,,CO,6.2475938,-75.5512136
way,1029123948,D1,D1,,,,CO,6.2877842,-73.1464706
way,1036162441,D1,,,,,CO,3.9856535,-73.7666848
way,1041672683,D1,,,,,CO,7.8244437,-72.4727181
way,1042480483,D1,D1,Autopista Norte,Copacabana,,CO,6.3593769,-75.4982879
way,1043622613,D1,D1,Calle 30,Don Matías,,CO,6.4863036,-75.3953345
way,1069381404,D1,D1,,,,CO,3.5301489,-76.3056766
way,1092737562,D1,D1,,,,CO,5.1958635,-73.1459268
way,1097043901,D1,,,,,CO,4.7354015,-74.2704967
way,1098827491,D1,,,,,CO,4.5795431,-74.0865954
way,1101845970,D1,D1,,,,CO,4.7607468,-74.0334131
way,1103636599,D1,D1,Calle 56 4F-06,Soledad,,CO,10.8954723,-74.7922502
way,1103700656,D1,D1,,,,CO,10.9085428,-74.7945008
way,1110329621,D1,D1,,,,CO,4.590252,-74.2060966
way,1120820648,D1,D1,,,,CO,1.6035638,-75.5949711
way,1123528532,D1,D1,,,,CO,7.8911854,-72.4908391
way,1149207205,D1,D1,,,,CO,11.1963207,-74.2282315
way,1169205810,D1,D1,,,,CO,9.0028291,-73.9739521
way,1193792227,D1,,,,,CO,4.6503147,-74.0858961
way,1198154705,d1,,,,,CO,4.5715281,-74.0976703
way,1210873790,D1,D1,,,,CO,10.8053361,-74.9153459
way,1216292440,D1,D1,,,,CO,10.7944427,-74.9158831
way,1220635187,D1,D1,Cl. 15 #8-125 Cl. 15,Facatativa,,CO,4.8231791,-74.3582581
way,1221648421,D1,D1,,,,CO,10.5227087,-74.1857251
way,1221650490,D1,D1,,,,CO,10.5161944,-74.1995175
way,1224674354,D1,D1,,,,CO,4.7043252,-74.2140149
way,1225793865,D1,,,,,CO,5.0204113,-73.9992367
way,1241486754,D1,D1,,,,CO,5.0722584,-75.52996
way,1247668264,D1,D1,,,,CO,4.550814,-75.6659446
way,1252667872,D1,,,,,CO,4.8162746,-72.2851926
way,1255667368,D1,D1,Calle 84A 82-20,,,CO,4.6657739,-74.0524611
way,1258044986,D1,D1,,,,CO,4.7592976,-74.3805103
way,1268005923,D1,D1,,,,CO,4.8188198,-73.6357254
way,1272642051,D1,D1,,,,CO,6.4899538,-74.4051417
way,1285006030,D1,D1,,,,CO,4.8175642,-75.6884834
way,1290731122,D1,D1,,,,CO,4.5223764,-75.6931244
way,1292954602,D1,D1,,,,CO,4.4446752,-75.1911613
way,1300114716,D1,D1,Avenida Calle 17 Carrera 1A,Pitalito,,CO,1.8548264,-76.0376371
way,1300114717,D1,D1,Calle 22 Sur Carrera 2A,Pitalito,,CO,1.8450232,-76.0667873
way,1324695847,D1,D1,,,,CO,4.74858,-74.0832494
way,1328392938,D1,D1,,,,CO,4.7969608,-74.3350396
way,1329211871,D1,D1,,,,CO,4.5843353,-74.0963615
way,1329213177,D1,D1,,,,CO,4.5805746,-74.0914453
way,1330518852,D1,D1,,,,CO,4.5117222,-75.6971712
way,1331975781,D1,D1,Carrera 43 84,Barranquilla,,CO,10.9980368,-74.8198167
way,1334238669,D1,D1,,,,CO,7.088633,-73.1037765
way,1339076489,D1,D1,Carrera 6,,,CO,5.0694706,-73.8761204
way,1342184220,D1,D1,Calle 7B,Fusagasugá,,CO,4.342847,-74.3628905
way,1343920014,D1,D1,,,,CO,4.5278689,-75.6414306
way,1346185845,D1,D1,,,,CO,5.1035061,-73.8001779
way,1353732561,D1,D1,,,,CO,2.4501287,-76.6281446
way,1356998596,D1,D1,,,,CO,3.4813172,-76.4995546
way,1358108502,D1,,,Pore,,CO,5.730072,-71.9998458
way,1360724239,D1,D1,,,,CO,8.7613733,-75.8767078
way,1362432769,D1,D1,,,,CO,3.4421118,-76.5409946
way,1370366872,D1,D1,,,,CO,7.1282646,-73.1187049
way,1374784774,D1,D1,,,,CO,4.7528324,-74.0580977
way,1375104434,D1,D1,Carrera 6,,,CO,4.7340555,-74.261134
way,1377052270,D1,,,,,CO,6.1703059,-75.6167772
way,1383897735,D1,D1,,,,CO,10.3996735,-75.4570419
way,1390231169,D1,D1,,,,CO,4.6985044,-74.0513747
way,1390817695,D1,D1,,,,CO,4.6282494,-74.2087936
way,1396635566,D1,D1,,,,CO,7.0871775,-73.122212
way,1410080569,D1,D1,,,,CO,4.5960777,-74.1751301
way,1410471184,D1,D1,,,,CO,1.6168348,-75.6152754
way,1410471185,D1,D1,,,,CO,1.6211164,-75.6091246
way,1410471187,D1,D1,,,,CO,1.6232667,-75.5965356
way,1410471189,D1,D1,,,,CO,1.6084804,-75.6038606
way,1410471194,D1,D1,,,,CO,1.6180187,-75.630894
way,1410719147,D1,,,,,CO,4.5715874,-74.2130122
way,1410729205,D1,D1,,,,CO,4.5735598,-74.2142794
way,1411597666,D1,D1,,,,CO,4.5801802,-74.1995385
way,1412812256,D1,D1,,,,CO,4.5878447,-74.1896314
way,1418722766,D1,D1,,,,CO,4.5781085,-74.1083431
way,1419230417,D1,D1,,,,CO,6.0807487,-75.3342162
way,1421058736,D1,D1,,,,CO,7.0632774,-73.1461917
way,1422178389,D1,D1,,,,CO,7.1020363,-73.1061742
way,1422593500,D1,D1,,,,CO,7.1336793,-73.1248654
way,1425072049,D1,D1,,,,CO,6.6990627,-73.5109978
