Project Name,City,State,Event / Note (optional),Polygon Exact Name,Timeframe Start,Timeframe End,Time Repitition Frame,Specific Day,OverNight Timelap,TimeZone,UTC Time,Start Time (empty= All Day),End Time (empty= All Day)
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Sector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Salón de Eventos New Caney Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*4 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minizona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minizona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minizona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Miniplacita NW,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos NWÂ,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Zona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minisector NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Casa del Pueblo Supermarket Tomball,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*10 Minizona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minisector NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minisector,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,WTS Minizona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Zona NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*15 Apartamentos NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos NW,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector Aldine Gardens,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minisector Aldine Gardens,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Fábrica Zona Hispana Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minisector Aldine Gardens,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minizona Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Minisector Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Azteca Park Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Candela Park Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*5 Minizona Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minizona Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minizona Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*30 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*20 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Apartamentos South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Miisetor South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Minizona South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*30 Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apartamentos SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 760,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 762,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 764,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apts SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apts SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Apts SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 769,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Polígono 773,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*20 Polígono 774,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*20 Apts SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 783,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 784,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 787,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 788,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 789,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 796,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 798,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 799,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Minizona South Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 809,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 813,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Gloriosa y Apartamentos,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector SH ISD,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*5 Minisector Edgebrook SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 827,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 829,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 830,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 831,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 832,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 833,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 835,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 836,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 837,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 838,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 839,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 842,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 843,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 844,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 845,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 846,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 847,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 848,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 849,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 854,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 855,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 856,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 858,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 861,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 862,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 865,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 866,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Las Plazas Apartments,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 881,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 884,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Fajas de Cuerpo Colombianas,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Salón de Eventos Pasadena,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*20 The Pointe Apartments SH I,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*20 Polígono 893,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Arriba de SH HS,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 876,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 877,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 878,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 La Bella Vista Apts SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 882,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Edgebrook Apts SH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 886,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*10 Polígono 890,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 891,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 893,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 894,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 895,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 896,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 899,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 900,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 901,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 902,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
