Project Name,City,State,Event / Note (optional),Polygon Exact Name,Timeframe Start,Timeframe End,Time Repitition Frame,Specific Day,OverNight Timelap,TimeZone,UTC Time,Start Time (empty= All Day),End Time (empty= All Day)
Dr Simi - Houston,Houston,Texas,,*5 Polígono 905,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 906,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 907,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 908,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 909,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 910,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 911,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 913,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 914,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 915,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 917,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 918,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 919,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 921,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 922,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 923,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 924,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 926,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 962,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 965,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 968,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 977,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 978,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 982,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 990,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 994,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 1003,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Supermercadito,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1012,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1004,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1005,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1006,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1015,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1016,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1017,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1018,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1019,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1020,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1021,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1022,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1023,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1029,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1030,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1032,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1033,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1036,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1037,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1038,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1058,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1059,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1073,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1092,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1094,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1099,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1101,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1103,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1104,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1105,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1109,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1110,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1112,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1115,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1117,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1118,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1152,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1155,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1156,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1187,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1190,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Polígono 1194,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1196,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1199,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1203,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1204,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*5 Polígono 1205,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,DISCO MÚSICA MEXICANA El Rodeo,4/1/2025,7/31/2025,Specific,"Fridays, Saturdays, Sundays",,America/Chicago,UTC−5,0:00:00,2:00:00
Dr Simi - Houston,Houston,Texas,,HISPANIC YOUNG AND MIDDLE-AGED WOMEN (PRINCIPALMENTE) Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,LATINO HOUSTON Natalia Lafourcade,6/7/2025,6/8/2025,Daily,,,America/Chicago,UTC−5,20:00:00,23:00:00
Dr Simi - Houston,Houston,Texas,,Salón de Eventos Comunidad Hispana I,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Cancha de Fútbol Comunidad Hispana I,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*Salón de Eventos y Supermercado Hispano South Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*30 Barrio Hispano Aldine Houston I,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*30 Barrio Hispano Aldine IV,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Mega Mercado de Pulgas Hispano,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*Salón de Eventos Hispano Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Fábrica Hispana Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Parque Industrial East Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,San Jacinto College I,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,San Jacinto College II,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,San Jacinto College IV,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*Salón de Eventos Hispano South Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Plaza Hispana Gulfton,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,WTS Gulfton Houston IV,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Farmacia,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Salón de Eventos,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Tortillería,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Casa de empeño,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*East End Local Mexicano,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,WTS East End Apartments Houston I,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*Michoacana Meat Market East Harris County,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,WTS MEGA Comunidad Hispana Cimarron Houston I,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,WTS Channelview Houston Apartamentos,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Salón de Eventos Channelview Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Quince Expo Show,7/13/2025,7/13/2025,Once,,,America/Chicago,UTC−5,14:00:00,18:00:00
Dr Simi - Houston,Houston,Texas,,MEGA DISCOTECA Mexicana Música Norteña Pasadena Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Parque con Canchas de Fut Aldine North Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*Salón de Eventos Hispano North Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Salón de Belleza,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Todo A Dólar,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,MEGA Salón de Eventos North Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*WTS Pine Valley East End Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,WTS Barrio Hispano Northside Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Apartamentos Hispanos Northline Houston,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston con Gloriosa,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside V,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston IX,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston XVII,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston XXI,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston XXII,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston XXIV,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente Northside Houston XXVI,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Canchas de Fut Northside Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente North Houston III,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Permanente North Houston IV,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector North Houston V,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector North Houston VIII,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector con Placita North Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Industrial North Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector North Houston X,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector Permanente North Houston XXI,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector North Houston XXX,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*4 Sector Hispano East Aldine IV,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector East Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector East Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector East Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector con Gloriosa North Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Mercado de Pulgas Aldine Houston,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,Minisector Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*4 Minisector Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*4 Apartmentos Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*4 Apartamentos Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Supermercado El Rancho Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*4 Minisector Aldine,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Pollos Asados Aldine,4/1/2025,7/31/2025,Daily,,,America/Chicago,UTC−5,,
Dr Simi - Houston,Houston,Texas,,*5 Greenbriar Park North Apts,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,*3 Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
Dr Simi - Houston,Houston,Texas,,Minisector NH,4/1/2025,7/31/2025,Specific,"Mondays, Tuesdays, Wednesdays, Thursdays",,America/Chicago,UTC−5,0:00:00,4:30:00
